        name    code
0      CJ오쇼핑  035760
1      CMG제약  058820
2  IBKS제8호스팩  277410
3        KTH  036030
4  SBI인베스트먼트  019550
에이티테크놀러지 -100500 10191446
에이프로젠 H&G -55031 52006850
에프에스티 -600304 20233814
엔브이에이치코리아 122588 28722222
엔에스엔 37464 20588344
엔피케이 -45 18723923
엘티씨 12087 7519943
엠벤처투자 0 118480095
연우 -163902 12398000
예스티 93151 10818302
오션브릿지 -20754 9124980
와이지엔터테인먼트 752789 18185709
우리넷 -10996 6365710
우리이티아이 251 41518621
우원개발 -257 14650592
우주일렉트로 -2989 9934220
유니테크노 -8050 11927520
유라테크 483 11520000
유에스티 29055 22805172
이에스브이 -3198074 96984521
이오테크닉스 -51361 12280626
이젠텍 -1418 11887296
이화공영 -12827 19805760
인터로조 -12960 10986749
인텍플러스 -54916 11043483
일경산업개발 299 42481962
일야 -1 9780000
일지테크 -247 13513500
자연과환경 0 33949357
장원테크 0 6045000
제너셈 2082 8769174
제이엠아이 510 32579342
제이콘텐트리 -2468114 114068982
제일테크노스 200 9000000
제일홀딩스 -369723 70718000
제주반도체 7095 28560538
지니뮤직 1108404 49192753
지디 0 18709617
지란지교시큐리티 68442 36210188
차바이오텍 -8141 52124929
차이나하오란 0 94000000
카스 30653 21474112
캔서롭 -644630 18615644
케어랩스 -18422 5977430
케어젠 -84636 10743000
케이피엠테크 -88378 82104122
켐트로스 158074 24045158
코닉글로리 510 47653062
코스메카코리아 -212868 10680000
콜마비앤에이치 14111 29543558
큐렉소 -447 33357253
큐브엔터 612773 26573767
큐에스아이 16204 8278230
태웅 -162624 20007381
텔루스 -69081 86134261
토필드 -97688 23565077
트레이스 0 54822175
티비씨 975 100000000
티케이케미칼 -28427 90895434
파나진 5566 32012160
파크시스템스 36588 6635055
팍스넷 0 11077521
판타지오 273 72703943
펩트론 232685 7663250
포스링크 1 43875539
포시에스 60001 7168563
푸른기술 7668 6574202
퓨전데이타 0 8408250
피앤이솔루션 119260 14280000
피에스엠씨 851 38726201
필옵틱스 -7550 17272398
하나마이크론 -20235 22727078
하림 -2112210 86945938
하츠 -50031 12800000
한국전자금융 266058 34645728
한국큐빅 45 14590000
한빛소프트 0 24779836
한솔시큐어 999 7366074
한컴지엠디 -80973 11766339
한탑 0 20800000
휴젤 -10209 4358205
희림 -262 13922475
AP위성 -7 15014804
CS -46691 18835150
DB라이텍 3828 26499524
GRT -46499 67375000
JYP Ent. 2008702 34763903
KG모빌리언스 219830 29906957
SCI평가정보 1 35500000
SK머티리얼즈 80005 10547673
TJ미디어 6843 13931609
광림 -1461743 48498486
글로본 20000 28001047
나노스 16 490837980
나노캠텍 0 19998251
남화토건 -272 11740000
네오위즈홀딩스 1486 8856866
네이블커뮤니케이션즈 4129 6530014
넥스지 0 8070924
녹원씨엔아이 48251 10631667
누리플랜 3523 4751401
대동기어 30 898752
대동스틸 5814 10000000
대성엘텍 125 99661343
대정화금 -58624 6537847
덕산네오룩스 149877 24010012
동국산업 10510 54244482
동방선기 -126299 13541002
동양이엔피 18398 7860000
동일철강 0 7345085
드래곤플라이 -217452 16008491
디스플레이텍 -141 18691918
디앤씨미디어 -6292 12041343
디에스케이 0 20354763
디에이피 -327 22744503
디엠티 0 11250000
디케이락 -26368 8232912
레드캡투어 2150 8589480
로지시스 -17 9340922
로체시스템즈 4092 15296603
루트로닉 -879065 25124076
룽투코리아 161 24176133
리노공업 69315 15242370
리더스코스메틱 -125638 17939517
매일홀딩스 99500 13718304
메디아나 -3611 8650496
메디프론 -85861 29439113
모다 0 21160409
모트렉스 -15497 5450109
미동앤씨네마 3420 13791786
미래SCI -6096 29362044
바른손이앤에이 -4885 67895702
바른전자 -1080 66419511
바이넥스 -378614 31731048
바이로메드 -250485 15956260
바이오리더스 10 15930310
바텍 125890 14854256
배럴 447446 7215846
비덴트 8448 22569225
비에이치 714348 31269776
비에이치아이 -79843 26000000
빅솔론 383966 19238905
빛샘전자 -4856 6000000
삼보산업 0 4125000
삼우엠스 -68232 40336569
삼천리자전거 -266 13273577
서연탑메탈 -21380 11650000
서전기전 -43182 4849390
서한 153561 100894865
성우하이텍 -1441645 60000000
세명전기 -7855 15246000
세운메디칼 -185710 43800000
세원물산 -9212 8350000
셀루메드 -46869 19253498
셀트리온헬스케어 1335833 140516224
스카이문스테크놀로지 0 17117100
스페코 -6564 14655470
스포츠서울 -22237 31382617
신원종합개발 -208827 10068027
쎄미시스코 -2168 5400000
아리온 6596 84916388
아비코전자 187106 13292934
아시아경제 -18558 25244030
아이씨디 -24416 16666497
아이진 -59176 10992092
안트로젠 160290 7953631
알에프세미 65000 8120970
알엔투테크놀로지 1699 6328942
액션스퀘어 -11650 26481942
액토즈소프트 -6800 11330638
앱클론 -74087 6800000
에스씨디 351 48329564
에스앤씨엔진그룹 -50507 115239670
에스앤에스텍 12478 19735331
에스엔텍 -137385 11755065
에이치엘비파워 -26882 59518864
에이테크솔루션 0 10000000
에이티젠 3552 24662678
에치디프로 33616 14555408
에코마이스터 -609700 12591411
에코프로 124212 22090191
에프엔에스테크 25257 7015485
에프티이앤이 0 67969682
엑셈 0 33249362
엑시콘 -263153 8883500
엔텔스 438 6899227
엘비세미콘 -842393 43784592
엘앤에프 747059 24742675
엘앤케이바이오 -40112 9926362
엠플러스 60578 5111890
연이정보통신 0 16000000
예림당 -21743 23034277
오로라 80934 10762890
오성첨단소재 -244596 49717899
우리손에프앤지 -700458 69237643
우수AMS 264 24694303
위지트 -5368 72749313
유니슨 -184505 93600606
유니트론텍 0 9931950
유비벨록스 16395 7115697
유성티엔에스 2900 27213580
유진기업 -838873 76976839
이건홀딩스 -134 14327078
이니텍 6645 19790916
이디 -495374 56253409
이라이콤 30243 12188730
이엔에프테크놀로지 -237883 14200000
이엘피 -25085 4905500
이엠텍 62111 15198814
인텔리안테크 147791 7240944
정산애강 1 51794579
정원엔시스 -156 32209292
제룡산업 -42807 10000000
제이스텍 -466449 14597808
제이에스티나 -1000 16503790
조광ILI 6719 9885656
중앙리빙테크 -37 22596091
지엔코 4 98008044
체리부로 -97243 27872369
캠시스 4011 57806604
케이엔더블유 170 5661347
케이엠 3 10004363
켐트로닉스 194650 12624273
코나아이 233370 15559118
코데즈컴바인 1 37842602
코디 0 19686576
코미팜 -447145 55290573
테고사이언스 -2818 4037317
테라젠이텍스 -1675179 30758206
테스나 429679 6850000
텔레필드 -54972 8455042
파버나인 -24 10711272
파워로직스 9983 34286030
팜스토리 -306406 88347431
프로스테믹스 -23262 45374817
피엔티 732745 8466666
한국전자인증 10567 21459249
한국컴퓨터 84713 16071290
한라IMS -19737 11459502
한컴시큐어 -660095 14136552
한프 1 35444407
홈캐스트 -198472 32220893
화신테크 17 9700000
휴온스 -57868 8168085
흥국에프엔비 744 7341291
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
상신전자 254944 3921000
JYP Ent. 2008702 34763903
배럴 447446 7215846
테스나 429679 6850000
피엔티 732745 8466666
